EAN-13;Descricao;Cod.Prod;Validade;Porcao;Kcal;Carboidratos;Proteinas;GordurasTotais;GordurasSaturadas;GordurasTrans;Colesterol;Fibra;Calcio;Ferro;Sodio
13565;PUDIM LEITE CONDENSADO IND kg;13565-8;6;40;83;8;1,4;1,4;0,2;0;0;0;0;0;20
9698;PUDIM LEITE CONDENSADO PEQ.BIS;9698-9;6;60;200;20;4;4;2;1;0;0;0;0;53
11442;PURE BATATA ATM kg;11442-1;10;100;454;71;8;16;8;0;0;0;0;0;1979
9482;PURE BATATA OP kg;9482-0;3;100;126;10;3;6;4;0;0;1;0;0;113
3605;PURE DE AIPIM A BOLONHESA REST;3605-6;999;60;81;12;2;3;1;0;0;1,6;0;0;470
3606;PURE DE AIPIM C/TEMP.VERDE RES;3606-4;999;60;97;15;1;3,5;1,3;0;0;1,9;0;0;549
3591;PURE DE BATATAS A BOLONHESA RE;3591-2;999;60;66;6;2,2;3,7;1,2;0;0;0,5;0;0;314
8053;PURE DE BATATAS RESF ROT KG;8053-5;3;100;99,1;12,4;1,6;4,9;0;0;0;1,3;0;0;118,2
7227;PURE DE BATATAS ROT.BISTEK KG;7227-3;1;100;99,1;12,4;1,6;4,9;4,7;0;0;1,3;21;0,2;118,2
8589;QUE.GOUDA H GARDELI KG C/PIM.M;8589-8;90;30;114;0;6,9;9,6;6,5;0,3;0;0;0;0;244
8586;QUE.GOUDA H.GARDELI KG C/PIM/C;8586-3;90;30;114;0;6,9;9,6;6,5;0,3;0;0;0;0;244
3479;QUEIJO A MILANESA RESTAURANTE;3479-7;999;100;425,2;10,7;21,9;32,7;16,4;0;0;0,5;0;0;901,7
8747;QUEIJO ALPINE (PEDACO) LUSTENB;8747-5;90;30;120;0;8;9;6;0;0;0;0;0;50
8748;QUEIJO APPENZELLER (PEDACO) LU;8748-3;90;300;120;0;8;9;6;0,4;0;0;0;0;180
9086;QUEIJO AZUL EM CUNHA TIROLEZ k;9086-7;40;30;110;0;5,7;9,6;6;0;0;0;0;0;314
10979;QUEIJO AZUL VIGOR PEDACO kg;10979-7;30;30;104;0;5,7;9;5,8;0,3;0;0;0;0;252
2712;QUEIJO BIANCO LATE MUSSARELA B;2712-0;999;30;90;0;5;9;6;0;0;0;0;0;40
5610;QUEIJO BIANCO LATE MUSSARELA B;5610-3;999;30;90;0;5;9;6;0;0;0;0;0;40
5611;QUEIJO BIANCO LATE MUSSARELA B;5611-1;30;30;90;0;5;9;6;0;0;0;0;0;40
9323;QUEIJO BRIE CRUZILIA PECA kg;9323-8;45;30;91;1;7;7;5;0;0;0;0;0;135
12045;QUEIJO BRIE CRUZILIA PEDACO kg;12045-6;45;30;91;1;7;7;5;0;0;0;0;0;135
11049;QUEIJO BRIE POLENGHI QUEIJARIA;11049-3;30;30;103;0,7;5,1;8,9;6,3;0;0;0;135;0;211
11066;QUEIJO BRIE POLENGHI QUEIJARIA;11066-3;55;30;103;0,7;5,1;8,9;6,3;0;0;0;135;0;211
9808;QUEIJO BRIE VIGOR PEDACO kg;9808-6;45;30;101;0;5,1;9;5,9;0;0;0;0;0;180
8463;QUEIJO BUSS MUSSARELA PEDACO K;8463-8;15;30;103;0,8;8,1;7,5;4,5;0;0;0;0;0;204
8525;QUEIJO CABRA HOLANDES kg;8525-1;90;30;117;0;7,2;9,8;6;0,3;0;0;0;0;198
8582;QUEIJO CABRA HOLANDES PEDACO k;8582-0;90;30;117;0;7,2;9,8;6;0,3;0;0;0;0;198
10433;QUEIJO CABRA MATURADO VONK kg;10433-7;90;30;124;0;8;10;6;0;0;0;264;0;224
10447;QUEIJO CABRA MATURADO VONK PED;10447-7;90;10;41,3;0;2,7;3,4;2;0;0;0;88;0;74,7
10432;QUEIJO CABRA VONK C/MEL kg;10432-9;90;30;117;0;7;10;6;0;0;0;250;0;212
10452;QUEIJO CABRA VONK C/MEL PEDACO;10452-3;90;10;39;0;2,4;3,4;2;0;0;0;83,4;0;70,7
9152;QUEIJO CHEDDAR INGLES JOSEPH H;9152-9;40;30;125;0;8;11;6,5;0;0;0;0;0;201
9153;QUEIJO CHEDDAR INGLES JOSEPH H;9153-7;40;10;42;0;3;4;2;0;0;0;0;0;67
10589;QUEIJO COALHO LAC LELO FATIAS;10589-9;180;30;100;0;8;7,9;4,8;0;0;0;0;0;180
10588;QUEIJO COALHO LAC LELO RALADO;10588-0;180;10;34;0;2,7;2,7;1,6;0;0;0;0;0;60
5566;QUEIJO COALHO V.D.F KG BARRA;5566-2;999;30;81;2;7;5;3;0;0;0;0;0;140
5651;QUEIJO COALHO V.D.F KG ESP.FAT;5651-0;999;30;81;2;7;5;2;0;0;0;0;0;140
5650;QUEIJO COALHO V.D.F KG FATIADO;5650-2;999;30;81;2;7;5;3;0;0;0;0;0;140
5569;QUEIJO COALHO V.D.F KG NAT.C/E;5569-7;999;30;81;2;7;5;3;0;0;0;0;0;140
5892;QUEIJO COALHO V.D.F KG PEDACO;5892-0;999;30;81;2;7;5;3;0;0;0;0;0;140
1044;QUEIJO COLONIAL PRATO VENEZA K;1044-8;999;0;92;0;7,5;6,7;4,8;0;0;0;0;0;240
3104;QUEIJO COLONIAL TIROL KG PEDAC;3104-6;999;30;120;0;7;10;6;0;0;0;246;10;320
6235;QUEIJO CRIOULO MINAS FRESCAL K;6235-9;999;30;125;0;9,6;8,7;6;0;0;0;0;0;390
6114;QUEIJO CRUZILIA MINAS PADRAO K;6114-0;999;30;113;1;7;9;4;0;0;0;0;0;330
6988;QUEIJO DAROLT PROVOLONE FRESCO;6988-4;999;30;96;0,8;8,4;6,6;4,1;0;0;0;0;0;222
8393;QUEIJO DELLA VITTA MUSSARELA P;8393-3;20;30;99;0,3;6,9;7,8;4,8;0;0;0;0;0;194
9803;QUEIJO DELLA VITTA MUSSARELA R;9803-5;30;30;99;0,3;6,9;7,8;4,9;0;0;0;0;0;194
11957;QUEIJO EDAM MAIA PEDACOS kg;11957-1;30;30;105;1,3;7,4;7,8;5,2;0,2;0;0;0;0;207
5652;QUEIJO EMENTAL V.D.F KG FATIAD;5652-9;999;30;126;0;9;10;6;2;0;0;0;0;100
5948;QUEIJO EMENTAL V.D.F KG PEDACO;5948-0;999;30;126;0;9;10;6;2;0;0;0;0;100
6226;QUEIJO EMENTAL V.D.F RALADO;6226-0;999;30;112;0;8,1;8,8;6,1;0;0;0;0;0;160
10591;QUEIJO EMMENTAL CRUZILIA FATIA;10591-0;180;30;116;0;7,9;9,3;6,5;0;0;0;0;0;129
10590;QUEIJO EMMENTAL CRUZILIA RALAD;10590-2;180;10;39;0;2,6;3,1;2,2;0;0;0;0;0;43
9831;QUEIJO EMMENTAL SAO VICENTE FA;9831-0;180;30;104;0;8;8;5,4;0;0;0;0;0;106
9857;QUEIJO EMMENTAL SAO VICENTE RA;9857-4;180;10;34;0;2,6;2,6;1,8;0;0;0;0;0;35,3
9833;QUEIJO ESTEPE SAO VICENTE FATI;9833-7;180;30;114;0;7,7;9,2;6;0;0;0;0;0;154
9859;QUEIJO ESTEPE SAO VICENTE RALA;9859-0;180;10;38;0;2,5;3;2;0;0;0;0;0;51,3
7040;QUEIJO FARMING URUGUAIO PROVOL;7040-8;999;30;108;0;7,5;8;0,8;0;0;0;0;0;230
6233;QUEIJO FUNDIDO DEFUMADO KG CUB;6233-2;999;30;95;0;6,7;7,5;5;0,4;0;0;0;0;420
9968;QUEIJO GORGONZOLA CRUZILIA PED;9968-6;30;30;104;1;7;8;4;0;0;0;0;0;330
9251;QUEIJO GORGONZOLA GRAN MESTRI;9251-7;40;30;110;0;5,7;9,6;6;0,3;0;0;0;0;314
8521;QUEIJO GOUDA C/NOZES PECA kg;8521-9;90;30;110;0;6,8;9,1;6,2;0,2;0;0;0;0;249
8584;QUEIJO GOUDA C/NOZES PEDACO kg;8584-7;90;30;110;0;6,8;9,1;6,2;0,2;0;0;0;0;249
8591;QUEIJO GOUDA C/TRUFA PEDACO kg;8591-0;90;30;114;0;6,9;9,6;6,5;0,3;0;0;0;0;213
10587;QUEIJO GOUDA CRUZILIA FATIAS k;10587-2;180;30;113;0;7,3;9,2;6,4;0;0;0;0;0;156
10586;QUEIJO GOUDA CRUZILIA RALADO k;10586-4;180;10;37,6;0;2,4;3;2,1;0;0;0;0;0;52
7975;QUEIJO GOUDA EM FATIAS MAIA;7975-8;999;30;105;1,3;7,4;7,8;5,2;0,2;0;0;0;0;207
7999;QUEIJO GOUDA EM PEDACO MAIA;7999-5;90;30;105;1,3;7,4;7,8;5,2;0,2;0;0;0;0;207
8585;QUEIJO GOUDA H.GARDELI KG C/PI;8585-5;90;30;114;0;6,9;9,6;6,5;0,3;0;0;0;0;244
8518;QUEIJO GOUDA HOL GARDELI KG C/;8518-9;999;30;114;0;6,9;9,6;6,5;0,3;0;0;0;0;244
8588;QUEIJO GOUDA HOL GARDELI KG C/;8588-0;120;30;114;0;6,9;9,6;6,5;0,3;0;0;0;0;244
8520;QUEIJO GOUDA HOL VONK kg;8520-0;90;30;113;0;7,2;9,4;5,9;0;0;0;0;0;280
8593;QUEIJO GOUDA HOL VONK PEDACO k;8593-6;90;30;113;0;7,2;9,4;5,9;0;0;0;0;0;280
11958;QUEIJO GOUDA MAIA PEDACOS kg;11958-0;30;30;105;1,3;7,4;7,8;5,2;0,2;0;0;0;0;207
10435;QUEIJO GOUDA PESTO VERDE VONK;10435-3;90;30;114;0;7;10;7;0;0;0;214;0;213
10451;QUEIJO GOUDA PESTO VERDE VONK;10451-5;90;10;38;0;2,4;3,4;2,4;0;0;0;71,4;0;71
10448;QUEIJO GOUDA PESTO VERM.VONK P;10448-5;90;10;38;0;2,3;3,3;2,3;0;0;0;0;0;71
10434;QUEIJO GOUDA PESTO VERMELHO VO;10434-5;999;30;114;0;7;10;7;0;0;0;0;0;213
9826;QUEIJO GOUDA SAO VICENTE FATIA;9826-4;180;30;108;0;8,1;8,4;5,4;0;0;0;0;0;137
9860;QUEIJO GOUDA SAO VICENTE RALAD;9860-4;180;10;36;0;2,7;2,8;1,8;0;0;0;0;0;45,7
389;QUEIJO GOUDA SERRABELLA KG PED;389-1;999;30;100;0;7;8;5;0;0;0;0;0;200
6230;QUEIJO GOUDA V.D.F RALADO;6230-8;999;30;127;0;7;11;7;0;0;0;0;0;160
5664;QUEIJO GRAN FORMAGGIO KG PEDAC;5664-2;999;30;124;0,8;10;9;5;0;0;0;0;0;158
25525;QUEIJO GRAN FORMAGGIO KG RALAD;25525-4;999;30;114;2;8;8;5;0,5;0;0;0;0;204
15996;QUEIJO GRAN MESTRI GRANA KG PE;15996-4;999;30;110;1;10;7;0,7;0;0;0;0;0;15
6911;QUEIJO GRAN MESTRI MONTANHES L;6911-6;30;10;38;0,1;3,5;2,6;1,7;0,1;0;0;0;0;67
9363;QUEIJO GRAN MESTRI MONTANHES T;9363-7;30;30;123;0;9,8;9,3;5,9;0,3;0;0;0;0;200
6914;QUEIJO GRAN MESTRI PARMESAO MO;6914-0;999;30;123;0;9,8;9,3;5,9;0,3;0;0;0;0;200
8594;QUEIJO GRANA PADANO POLO KG PE;8594-4;90;30;115;0;10;8;5;0,2;0;0;0;0;187
5407;QUEIJO GRANAPADANO SORESINA KG;5407-0;999;30;120;1;11;9;5;0,2;0;0;0;0;96
10584;QUEIJO GRUYERE CRUZILIA FATIAS;10584-8;180;30;116;1,1;7,7;9;5,9;0;0;0;0;0;141
10585;QUEIJO GRUYERE CRUZILIA RALADO;10585-6;180;10;39;0,4;2,6;3;2;0;0;0;0;0;47
6244;QUEIJO GRUYERE POLENGHI KG CUB;6244-8;999;30;113;0;8,9;8,5;5,3;0,4;0;0;0;0;300
9828;QUEIJO GRUYERE SAO VICENTE FAT;9828-0;180;30;114;0;7,7;9,2;6;0;0;0;0;0;154
9861;QUEIJO GRUYERE SAO VICENTE RAL;9861-2;180;10;38;0;2,5;3;2;0;0;0;0;0;51,3
5654;QUEIJO GRUYERE V.D.F KG FATIAD;5654-5;999;30;126;0;9;10;6;2;0;0;0;0;100
6231;QUEIJO GRUYERE V.D.F RALADO;6231-6;999;30;117;0;8,2;8,7;6;0;0;0;0;0;260
11326;QUEIJO HOL BELPRADO LASCAS kg;11326-3;90;30;127;0;9,2;9,5;5,9;0;0;0;0;0;173
5361;QUEIJO HOLANDES PRATO KG;5361-9;999;30;125;0;9,6;8,7;6;0;0;0;345;0;390
8558;QUEIJO KASE HAUS KG MUSSARELA;8558-8;20;30;100;0;7;8;4;0;0;0;0;0;160
7364;QUEIJO LGL MUSSARELA PEDACO;7364-4;999;30;113;1;7;9;6;0;0;0;166;0;160
7397;QUEIJO LGL PROVOLONE  PEDACO;7397-0;999;30;100;0;7;8;4;0,3;0;0;0;0;530
7396;QUEIJO LGL PROVOLONE FATIAS;7396-2;999;30;100;0;7;8;4;0,3;0;0;0;0;530
7398;QUEIJO LGL PROVOLONETE FATIAS;7398-9;999;30;100;0;7;8;4;0,3;0;0;0;0;530
8893;QUEIJO LUSTENBERGER ALPINE FAT;8893-5;40;30;120;0;8;9;6;0;0;0;0;0;50
8892;QUEIJO LUSTENBERGER ALPINE RAL;8892-7;40;30;120;0;8;9;6;0;0;0;0;0;50
8903;QUEIJO LUSTENBERGER CLASIC FAT;8903-6;40;30;120;0;9;9;6;0,4;0;0;0;0;50
8895;QUEIJO LUSTENBERGER CLASIC RAL;8895-1;30;30;120;0;9;9;6;0,4;0;0;0;0;50
11223;QUEIJO MAASDAM EL MAESTRO CUNH;11223-2;180;30;112;0;8,4;8,7;5,4;0;0;0;0;0;173
6234;QUEIJO MAASDAM HOLANDES COROA;6234-0;999;30;110;0;7,6;8;5;0,4;0;0;0;0;170
8526;QUEIJO MAASDAM HOLANDES kg;8526-0;90;30;112;0;8,4;8,7;5,4;0;0;0;0;0;173
8590;QUEIJO MAASDAM HOLANDES PEDACO;8590-1;90;30;112;0;8,4;8,7;5,4;0;0;0;0;0;173
9836;QUEIJO MAASDAM SAO VICENTE FAT;9836-1;180;30;98;0;8,3;7,2;4,8;0;0;0;0;0;84
9862;QUEIJO MAASDAM SAO VICENTE RAL;9862-0;180;10;32,6;0;2,7;2,4;1,6;0;0;0;0;0;28
5242;QUEIJO MAIA  GRUYERE   PEDACO;5242-6;90;30;113;0;8,2;8;6;0;0;0;0;0;300
8623;QUEIJO MAIA EDAM FATIAS KG;8623-1;40;30;105;1,3;7,4;7,8;5,2;0,2;0;0;0;0;207
9371;QUEIJO MAIA EDAM FATIAS kg;9371-8;40;30;105;1,3;7,4;7,8;5,2;0,2;0;0;0;0;207
5833;QUEIJO MAIA EDAM PECA kg;5833-5;999;30;105;0,7;8,2;7,8;5,7;0,3;0;0;0;0;231
5834;QUEIJO MAIA EDAM PEDACO KG;5834-3;90;30;117;0;7,7;9,6;6,3;0,4;0;0;0;0;190
8631;QUEIJO MAIA EDAM RALADO KG;8631-2;40;10;35;0,4;2,4;2,6;1,7;0;0;0;0;0;69
9381;QUEIJO MAIA EDAM RALADO kg;9381-5;40;10;35;0,4;2,4;2,6;1,7;0;0;0;0;0;69
8636;QUEIJO MAIA GOUDA FATIAS;8636-3;40;30;105;1,3;7,4;7,8;5,2;0,2;0;0;0;0;207
9373;QUEIJO MAIA GOUDA FATIAS kg;9373-4;40;30;105;1,3;7,4;7,8;5,2;0,2;0;0;0;0;207
8635;QUEIJO MAIA GOUDA RALADO;8635-5;40;10;35;0,4;2,4;2,6;1,7;0;0;0;0;0;69
9382;QUEIJO MAIA GOUDA RALADO kg;9382-3;30;10;35;0,4;2,4;2,6;1,7;0;0;0;0;0;69
8346;QUEIJO MAIA MAASDAM CUBOS;8346-1;999;30;109;0,8;8,5;8;5,2;0,4;0;0;0;0;162
8342;QUEIJO MAIA MAASDAM FATIAS;8342-9;30;30;109;0,8;8,5;8;5,2;0,4;0;0;0;0;162
4977;QUEIJO MAIA PARMESAO  PEDACO;4977-8;90;30;114;0,6;0,9;8,4;5,7;0,2;0;0;0;0;390
7966;QUEIJO MAIA PARMESAO CASCA NEG;7966-9;999;30;114;0,6;9;8,4;5,7;0,2;0;0;0;0;390
8264;QUEIJO MAIA PARMESAO CASCA NEG;8264-3;999;10;48;0;3;3;2;0;0;0;0;0;170
8157;QUEIJO MAIA PARMESAO CUNHA EM;8157-4;20;30;114;0,6;0,9;8,4;5,7;0,2;0;0;0;0;390
7967;QUEIJO MAIA PARMESAO CUNHA KG;7967-7;999;30;114;0,6;9;8,4;5,7;0,2;0;0;0;0;390
8134;QUEIJO MAIA PARMESAO CUNHA PED;8134-5;90;30;114;0,6;0,9;8,4;5,7;0,2;0;0;0;0;390
8156;QUEIJO MAIA PARMESAO CUNHA RAL;8156-6;999;10;38;0,2;0,3;2,8;1,9;0;0;0;0;0;130
7979;QUEIJO MAIA PARMESAO EM PEDACO;7979-0;999;30;114;0,6;9;8,4;5,7;0,2;0;0;0;0;390
5614;QUEIJO MAIA PARMESAO LASCAS;5614-6;20;30;114;0,6;9;8,4;5,7;0,2;0;0;0;0;390
4995;QUEIJO MAIA PARMESAO RALADO;4995-6;30;10;48;0;3;3;2;0;0;0;0;0;170
7968;QUEIJO MAIA TIPO EDAM MINI KG;7968-5;30;30;117;0;7,7;9,6;6,3;0,4;0;0;0;0;190
11221;QUEIJO MATURADO CRUZILIA SERRA;11221-6;120;0;109;0;6,7;8,9;6,3;0;0;0;0;0;216
10663;QUEIJO MINAS PADRAO CRUZILIA C;10663-1;30;60;252;32;8;9;5;0;0;0;0;0;63
10583;QUEIJO MINAS PADRAO CRUZILIA F;10583-0;180;30;109;0;6,7;8,9;6,3;0;0;0;0;0;216
10582;QUEIJO MINAS PADRAO CRUZILIA R;10582-1;180;10;36,3;0;2,2;2,7;2,1;0;0;0;0;0;72
6147;QUEIJO MONTANHES AVIACAO KG PE;6147-6;999;30;117;0,9;7,8;9,1;5,6;0,3;0;0;0;0;246
6913;QUEIJO MONTANHES GRAN MESTRI P;6913-2;90;30;123;0;9,8;9,3;5,9;0,3;0;0;0;0;200
6912;QUEIJO MONTANHES GRAN MESTRI R;6912-4;40;10;38;0,1;3,5;2,6;1,7;0,1;0;0;0;0;67
6224;QUEIJO MONTANHES SANCOR KG CUB;6224-3;999;30;111;0;8,1;8,7;5,6;0,4;0;0;0;0;144
15531;QUEIJO MONTANHES SANCOR KG PED;15531-4;999;30;111;0;8;8;5,5;0,4;0;0;0;0;144
2181;QUEIJO MONTANHES STA CLARA CIL;2181-4;999;30;110;0;9;9;5;0,4;0;1;322;0;235
2183;QUEIJO MONTANHES STA CLARA FOR;2183-0;999;30;110;0;9;9;0;0,4;0;1;322;0;235
5646;QUEIJO MONTANHES TIROLEZ kg;5646-4;360;30;120;0;11;8,4;5,5;0;0;0;0;0;139
10825;QUEIJO MONTANHES TIROLEZ PEDAC;10825-1;90;30;120;0;11;8,4;5,5;0;0;0;0;0;139
12047;QUEIJO MONTANHES TIROLEZ RALAD;12047-2;90;30;120;0;11;8,4;5,5;0;0;0;0;0;139
9320;QUEIJO MUSS.(EM FATIAS) AURORA;9320-3;40;0;98;0;7,4;7,7;5,1;0;0;0;0;0;114
629;QUEIJO MUSS.BUFALLA KG PECA;629-7;999;30;80;1;6;6;3,9;0;0;0;0;0;111
1871;QUEIJO MUSS.KG FAT.;1871-6;999;30;102;0,2;7,4;7,9;4,6;0;0;0;0;0;146
566;QUEIJO MUSS.TIROLEZ KG FATIADO;566-5;999;30;96;0;8;7,1;4,4;0;0;0;0;0;118
733;QUEIJO MUSS.TIROLEZ KG PEDACO;733-1;999;30;100;0;7;8;4;0;0;0;0;0;180
12132;QUEIJO MUSSAR.GRANJA POCHA FAT;12132-0;40;30;95;0,6;8;6,8;4,3;0;0;0;0;0;127
8789;QUEIJO MUSSARELA (EM FATIAS) A;8789-0;40;30;98;0;7,4;7,7;5,1;0;0;0;0;0;114
9218;QUEIJO MUSSARELA (PEDACO) AURO;9218-5;40;30;98;0;7,4;7,7;5,1;0;0;0;0;0;114
8788;QUEIJO MUSSARELA (RALADO) AURO;8788-2;40;10;33;0;2,4;2,5;1,7;0;0;0;0;0;38
3000030813202;QUEIJO MUSSARELA ARGENTINO BIS;308132-0;999;30;95;0,3;7,8;6,9;4,2;0,3;0;0;0;0;134
3000030813387;QUEIJO MUSSARELA ARGENTINO BIS;308133-8;999;30;95;0,3;7,8;6,9;4,2;0,3;0;0;0;0;134
12932;QUEIJO MUSSARELA AURORA FAT EC;12932-1;180;30;99;0,2;7,7;7,5;4,9;0;0;0;0;0;112
12931;QUEIJO MUSSARELA AURORA PECA k;12931-3;120;30;99;0,2;7,7;7,5;4,9;0;0;0;0;0;1112
12933;QUEIJO MUSSARELA AURORA PEDACO;12933-0;180;30;99;0,2;7,7;7,5;4,9;0;0;0;0;0;112
12934;QUEIJO MUSSARELA AURORA RALADO;12934-8;180;10;33;0;2,6;2,5;1,6;0;0;0,2;0;0;37,3
8849;QUEIJO MUSSARELA CORLASA PEDAC;8849-8;30;10;31,3;0;2,6;2,3;1,4;0;0;0;0;0;41
8394;QUEIJO MUSSARELA DELLA VITTA F;8394-1;40;30;104;0,2;7,9;7,9;5,3;0;0;0;0;0;97
10120;QUEIJO MUSSARELA DELLA VITTA F;10120-6;40;30;104;0,2;7,9;7,9;5,3;0;0;0;0;0;97
9804;QUEIJO MUSSARELA DELLA VITTA P;9804-3;30;30;104;0,2;7,9;7,9;5,3;0;0;0;0;0;97
9438;QUEIJO MUSSARELA DELLA VITTA R;9438-2;40;10;35;0;2,7;2,7;1,8;0;0;0;0;0;32
11527;QUEIJO MUSSARELA DELLA VITTA R;11527-4;40;30;99;0,3;6,9;7,8;4,9;0;0;0;0;0;19
7974;QUEIJO MUSSARELA EM FATIAS MAI;7974-0;30;30;104;1,1;7,4;7,8;4,5;0,4;0;0;0;0;267
7982;QUEIJO MUSSARELA EM PEDACO MAI;7982-0;999;30;104;1,1;7,4;7,8;4,5;0,4;0;0;0;0;267
9723;QUEIJO MUSSARELA FATIAS kg;9723-3;30;30;99;1;6,8;7,5;4,3;0;0;0;0;0;174
9377;QUEIJO MUSSARELA GRANJA POCHA;9377-7;40;30;95;0,6;8;6,8;4,3;0;0;0;0;0;127
9576;QUEIJO MUSSARELA GRANJA POCHA;9576-1;40;10;32;0,2;2,7;2,3;1,4;0;0;0;0;0;42
9577;QUEIJO MUSSARELA GRANJA POCHA;9577-0;40;30;95;0,6;8;6,8;4,3;0;0;0;0;0;127
6148;QUEIJO MUSSARELA IMPORTADO FAT;6148-4;40;30;93;0,3;7,5;6,9;3,6;0;0;0;0;0;138
53393;QUEIJO MUSSARELA IMPORTADO PED;53393-9;40;30;100;0;7,5;8,4;5,1;0,4;0;0;0;0;155
5630;QUEIJO MUSSARELA IMPORTADO RAL;5630-8;40;10;37;0;2,5;2,8;1,7;0,1;0;0;0;0;52
12587;QUEIJO MUSSARELA KRONHARDT PED;12587-3;60;30;85;1;8;7;7;0;0;0;0;0;114
13198;QUEIJO MUSSARELA LA PAULINA FA;13198-9;999;30;95;0,3;7,8;6,9;4,2;0,3;0;0;0;0;134
13203;QUEIJO MUSSARELA LA PAULINA FA;13203-9;999;30;95;0,3;7,8;6,9;4,2;0,3;0;0;0;0;134
13125;QUEIJO MUSSARELA LA PAULINA PE;13125-3;40;30;95;0;7,8;6,9;4,2;0,3;0;0;0;0;134
13200;QUEIJO MUSSARELA LA PAULINA PE;13200-4;999;30;95;0,3;7,8;6,9;4,2;0,3;0;0;0;0;134
13204;QUEIJO MUSSARELA LA PAULINA RA;13204-7;999;10;32;0,1;2,6;2,3;1,4;0,1;0;0;0;0;45
11928;QUEIJO MUSSARELA LAC LELO FAT;11928-8;150;30;96;0,6;7,2;7,2;5,1;0,1;0;0;0;0;100
13086;QUEIJO MUSSARELA LAC LELO FATI;13086-9;150;30;96;0,6;7,2;7,2;5,1;0,1;0;0;0;0;100
11925;QUEIJO MUSSARELA LAC LELO kg;11925-3;150;30;110;1;7,5;7,5;5,4;0;0;0;0;0;160
11927;QUEIJO MUSSARELA LAC LELO PEDA;11927-0;150;30;96;0,6;7,2;7,2;5,1;0,1;0;0;0;0;100
11932;QUEIJO MUSSARELA LAC LELO RALA;11932-6;150;10;32;0,2;2,4;2,4;1,7;0;0;0;0;0;33
8775;QUEIJO MUSSARELA LACTOVALE kg;8775-0;90;0;0;0;0;0;0;0;0;0;0;0;174
8776;QUEIJO MUSSARELA LACTOVALE PED;8776-9;30;30;99;1;6,8;7,5;4,3;0;0;0;0;0;174
11195;QUEIJO MUSSARELA LASAROLI kg;11195-3;90;30;100;1;7;8;4;0;0;0;0;0;160
10520;QUEIJO MUSSARELA LOMBARD FATIA;10520-1;40;30;97;1;8;7;4;0;0;0;0;0;83
11961;QUEIJO MUSSARELA LOMBARDE ECON;11961-0;180;30;97;1;8;7;4;0;0;0;0;0;83
13283;QUEIJO MUSSARELA LOMBARDE FAT;13283-7;40;30;97;1;8;7;4;0;0;0;0;0;83
9824;QUEIJO MUSSARELA LOMBARDE FATI;9824-8;40;30;97;1;8;7;4;0;0;0;0;0;83
8835;QUEIJO MUSSARELA LOMBARDE PECA;8835-8;180;30;97;1;8;7;4;0;0;0;0;0;83
8850;QUEIJO MUSSARELA LOMBARDE PEDA;8850-1;40;30;97;1;8;7;4;0;0;0;0;0;83
11962;QUEIJO MUSSARELA LOMBARDE PEDA;11962-8;150;30;97;1;8;7;4;0;0;0;0;0;83
11960;QUEIJO MUSSARELA LOMBARDE RALA;11960-1;180;10;32,3;0,3;2,6;2,3;1,3;0;0;0;0;0;27,6
12750;QUEIJO MUSSARELA LOMBARDE RALA;12750-7;180;10;32;0,3;2,6;2,3;1,3;0;0;0;0;0;28
9987;QUEIJO MUSSARELA POCHA EMB.ECO;9987-2;40;30;95;0,6;8;6,8;4,3;0;0;0;0;0;127
7694;QUEIJO MUSSARELA PURILATTE PED;7694-5;20;30;105;1;7,2;8;5,4;0,2;0;0;0;0;185
13197;QUEIJO MUSSARELA RALADO 500g;13197-0;999;10;32;0,1;2,6;2,3;1,4;0,1;0;0;0;0;45
9162;QUEIJO MUSSARELA SANTA TEREZA;9162-6;40;30;99;1;8;7;4;0;0;0;0;0;140
9163;QUEIJO MUSSARELA SANTA TEREZA;9163-4;40;10;33;0,3;3;2;1;0;0;0;0;0;47
9164;QUEIJO MUSSARELA SANTA TEREZA;9164-2;120;30;99;1;8;7;4;0;0;0;0;0;140
13083;QUEIJO MUSSARELA TCHEMILK FAT;13083-4;40;30;89;0;8,1;6,3;4,2;0;0;0;0;0;143
13084;QUEIJO MUSSARELA TCHEMILK FATI;13084-2;40;30;89;0;8,1;6,3;4,2;0;0;0;0;0;143
13074;QUEIJO MUSSARELA TCHEMILK PECA;13074-5;999;30;89;0;8,1;6,3;4,2;0;0;0;0;0;143
13085;QUEIJO MUSSARELA TCHEMILK PEDA;13085-0;30;30;89;0;8,1;6,3;4,2;0;0;0;0;0;143
13082;QUEIJO MUSSARELA TCHEMILK RALA;13082-6;40;10;30;0;2,7;2,1;1,4;0;0;0;0;0;48
6341;QUEIJO MUSSARELA TIROL FATIAS;6341-0;40;30;96;0;7,2;7,5;5,5;0;0;0;206;0;236
206;QUEIJO MUSSARELA TIROL PEDACO;206-2;30;30;96;1;7;7;5;0;0;0;0;0;116
10521;QUEIJO MUSSARELA TIROL RALADO;10521-0;40;10;32;0;2,4;2,5;1,9;0;0;0;68,7;0;78,7
7065;QUEIJO MUSSARELA TIROLEZ LIGHT;7065-3;40;10;29;0;2,8;1,9;1,2;0;5;0;107;0;52
13199;QUEIJO MUSSARELA TIROLEZ LIGHT;13199-7;999;30;82;0;8,4;5,4;3,3;0,2;0;0;0;0;147
13202;QUEIJO MUSSARELA TIROLEZ LIGHT;13202-0;999;30;82;0;8,4;5,4;3,3;0,2;0;0;0;0;147
