EAN-13,Descricao,Cod.Prod
7908581400178,SAL ROSA HIMALAIA NATURE 1kg FINO,221515-2
7898964016600,SAL ROSA HIMALAIA NATURE 500g FINO,221516-0
7899751200554,SAL ROSA HIMALAIA Q-VITA 1kg FINO POTE,208331-0
7899751200202,SAL ROSA HIMALAIA Q-VITA 1kg SACHE,208329-9
7899751200257,SAL ROSA HIMALAIA Q-VITA 250g FINO,177324-0
7898964016662,SAL ROSA NATURE 500g C/CHIMICHURRI,221517-9
7898964016686,SAL ROSA NATURE 500g C/LEMON PEPPER,221518-7
7898056430482,LINGUICA BLUMENAU CALEMBA 230g,210448-2
21190,LINGUICA COLONIAL DTALIA DEF.kg,21190-7
11244,LINGUICA HUNGARA OLHO kg,11244-5
7896431490601,PEPPERONI AIDA 100g DEFUMADO FATIADO,202361-0
7898727790501,PEPPERONI CASA BASCA 80g FATIADO,233610-3
7896431410913,SALAME AIDA 100g FATIADO,202358-0
1704,SALAME COLONIAL DTALIA MEIA CURA kg,1704-3
7898306741153,SALAME DTALIA 200g APIMENTADO,226129-4
7898306741177,SALAME DTALIA 200g C/AZEITONA,226126-0
7898306741146,SALAME DTALIA 200g C/BACON,226128-6
7898306741269,SALAME DTALIA 200g C/CHIMICHURRI,226127-8
7898306741160,SALAME DTALIA 200g C/QUEIJO PROVOLONE,226130-8
7908328200320,SALAME ESPANHOL RAR 80g FATIAS EX.FINA,211129-2
7896504308710,SALAME ESPANHOL SANTA CLARA 80g FAT.,232223-4
7898902568130,SALAME FINOCCHIONA VITO BALDUCCI 100g FT,233207-8
7898618520767,SALAME HAMBURGUES CERATTI 100g DEF.FAT,221019-3
7896716311737,SALAME HAMBURGUES PAMPLONA 100g FAT,220397-9
7893000289758,SALAME HAMBURGUES SADIA 100g,120123-9
7894904211234,SALAME HAMBURGUES SEARA GOURMET 100g FAT,221086-0
10228,SALAME ITALIANO AIDA kg,10228-8
7898618520750,SALAME ITALIANO CERATTI 100g DEF.FATIADO,221018-5
14024,SALAME ITALIANO DEFUMADO kg,14024-4
1019,SALAME ITALIANO DTALIA kg,1019-7
7896716311195,SALAME ITALIANO PAMPLONA 100g,170940-2
8167,SALAME ITALIANO PERDIGAO GRANDE kg,8167-1
11600,SALAME ITALIANO PERDIGAO MINI kg,11600-9
7891515490218,SALAME ITALIANO PERDIGAO 100g FATIAS,189302-5
1307,SALAME ITALIANO SADIA MINI kg,1307-2
7893000290259,SALAME ITALIANO SADIA 100g FATIAS,127510-0
7896504302107,SALAME ITALIANO SANTA CLARA 100g FAT,202147-1
1394,SALAME ITALIANO SEARA PECA kg,1394-3
7894904555659,SALAME ITALIANO SEARA 100g FATIAS,134485-4
7896716311201,SALAME MILANO PAMPLONA 100g,170941-0
7896504302114,SALAME MILANO SANTA CLARA 100g FAT,202145-5
7898727790174,SALAME MILANO VITO BALDUCCI 100g FAT,233205-1
7891515531676,SALAME PEPPERONI SADIA 100g,206263-1
7891515437015,SALAME SADIA 36g SALAMITOS,171344-2
7891515479541,SALAME SADIA 36g SALAMITOS LEMONASTICO,177975-3
7891515479558,SALAME SADIA 36g SALAMITOS PEPPERONICO,177974-5
7898902568116,SALAME SERRANO ESP. CASA BASCA 100g FAT,233206-0
12097,SALAMINHO CERATTI DEFUMADO kg,12097-9
10301,SALAMINHO ITALIANO SANTA CLARA kg,10301-2
4009,SALAMINHO SADIA PECA kg,4009-6
7896029600757,AMENDOA DUNORTE 50g TORRADA E SALGADA,226524-9
7898326750203,AMENDOA NUTTY BAVARIAN 150g GLAC.DOCE,230896-7
7896181703945,AMENDOIM DACOLONIA 500g TORRADO S/PELE,159629-2
7896058501100,AMENDOIM DORI 100g JAPONES,159182-7
7896058594751,AMENDOIM DORI 320g JAPONES,211928-5
7896058596076,AMENDOIM DORI 320g TORRADO C/LASCAS ALHO,191843-5
7896058596069,AMENDOIM DORI 320g TORRADO SALGADO,191842-7
7896058505023,AMENDOIM DORI 500g JAPONES,172928-4
7892840814748,AMENDOIM ELMA CHIPS 100g SALGADO S/PELE,195225-0
7892840814724,AMENDOIM ELMA CHIPS 145g JAPONES,195227-7
7896336001162,AMENDOIM GRELHADITOS 100g SALG.S/PELE,108133-0
7898326750210,AMENDOIM NUTTY BAVARIAN 150g GLAC.DOCE,230811-8
7896058599794,AMENDOIM PETTIZ 120g CROCANTE CEB/SALSA,211373-2
7896058599831,AMENDOIM PETTIZ 120g CROCANTE NATURAL,211372-4
7896058599848,AMENDOIM PETTIZ 120g CROCANTE PIMENTA,211374-0
7896058599824,AMENDOIM PETTIZ 120g SPE.TOR/SALG S/PELE,211375-9
7896058599503,AMENDOIM PETTIZ 350g CROCANTE CEB/SALSA,211370-8
7896058599510,AMENDOIM PETTIZ 350g CROCANTE NATURAL,211367-8
7896058599497,AMENDOIM PETTIZ 350g CROCANTE PIMENTA,211371-6
7896058503791,AMENDOIM PETTIZ 500g CROCANTE CEB/SALSA,172925-0
7896058503760,AMENDOIM PETTIZ 500g CROCANTE NATURAL,172926-8
7896058503845,AMENDOIM PETTIZ 500g CROCANTE PIMENTA V.,172927-6
7896336010072,AMENDOIM SANTA HELENA 400g CROK.SALGADO,179639-9
7896336010065,AMENDOIM SANTA HELENA 400g CROK.SALS/CEB,209946-2
7896336016333,AMENDOIM SANTA HELENA 400g CROK.SHOYU,233742-8
7896336010034,AMENDOIM SANTA HELENA 400g GRELHAD.SALG,180455-3
7896336010010,AMENDOIM SANTA HELENA 400g MENDORATO JAP,181097-9
7891095911905,AMENDOIM YOKI 110g TEMPERADO DESCASCADO,232758-9
7891095911899,AMENDOIM YOKI 110g TOR.DESC.SALGADO,232760-0
7891095910946,AMENDOIM YOKI 150g CROCANTE LEV.SALGADO,210677-9
7891095002177,AMENDOIM YOKI 150g JAPONES,108061-0
7891095002146,AMENDOIM YOKI 150g SALGADO DESCASCADO,108060-1
7891095002153,AMENDOIM YOKI 150g TEMPERADO DESCASCADO,175940-0
7891095911912,AMENDOIM YOKI 350g TOR.DESC.SALGADO,233749-5
7891095005178,AMENDOIM YOKI 500g JAPONES,203201-5
7896376301017,BATATA DOCE MISTER POTEITOS 45g,216612-7
7896376302502,BATATA DOCE PALHA MISTER POTEITOS 70g,227284-9
7892840823405,BATATA LAYS 115g CLASSICA,226342-4
7892840823412,BATATA LAYS 115g SOUR CREAM,226343-2
7892840820640,BATATA LAYS 68g RUSTICA CREAM CHEESE,214441-7
7892840820633,BATATA LAYS 68g RUSTICA SAL MARINHO,214442-5
7892840823375,BATATA LAYS 70g CLASSICA,226344-0
7892840823382,BATATA LAYS 70g SALT/VINEGAR,226345-9
7892840823399,BATATA LAYS 70g SOUR CREAM,226346-7
7892840820381,BATATA PALHA ELMA CHIPS 100g TRADICIONAL,214439-5
7892840818241,BATATA PALHA ELMA CHIPS 215g TRADICIONAL,204688-1
7892840820398,BATATA PALHA ELMA CHIPS 90g EXTRA FINA,214440-9
7898432070509,BATATA PALHA KI FRITAS 100g FINISSIMA,177507-3
7898432070707,BATATA PALHA KI FRITAS 240g EXTRA FINA,196188-8
7898432070691,BATATA PALHA KI FRITAS 240g TRADICIONAL,196187-0
7898432070431,BATATA PALHA KI FRITAS 70g EXTRA FINA,140135-1
7898432070448,BATATA PALHA KI FRITAS 70g TRADICIONAL,140134-3
7896376302342,BATATA PALHA MISTER POTEITOS 270g L+P-,201323-1
7896376300065,BATATA PALHA MISTER POTEITOS 270g S.FINA,127493-7
7896376300348,BATATA PALHA MISTER POTEITOS 70g E.F LIG,145923-6
7896376300270,BATATA PALHA MISTER POTEITOS 70g S.FINA,142178-6
7891095031122,BATATA PALHA YOKI 100g EXTRA FINA,199833-1
7891095031115,BATATA PALHA YOKI 105g TRADICIONAL,208819-3
7891095911592,BATATA PALHA YOKI 190g EXTRA FINA,229360-9
7891095911608,BATATA PALHA YOKI 195g TRADICIONAL,229361-7
7892840824372,BATATA RUFFLES 110g PIMENTA MEXICANA,234398-3
7892840818159,BATATA RUFFLES 115g CEBOLA/SALSA,204683-0
7892840818142,BATATA RUFFLES 115g CHURRASCO,204682-2
7892840817978,BATATA RUFFLES 115g ORIGINAL,204681-4
7892840253646,BATATA RUFFLES 167g ONDULADA ORIGINAL,108259-0
7892840823016,BATATA RUFFLES 200g CEBOLA/SALSA,226338-6
7892840823023,BATATA RUFFLES 200g ORIGINAL,226337-8
7892840822965,BATATA RUFFLES 33g CHURRASCO,226336-0
7892840822972,BATATA RUFFLES 33g ORIGINAL,226334-3
7892840823559,BATATA RUFFLES 65g OUTBACK,227349-7
7892840824204,BATATA RUFFLES 65g PIMENTA MEXICANA,234396-7
7892840823030,BATATA RUFFLES 68g CEBOLA/SALSA,226340-8
7892840823047,BATATA RUFFLES 68g CHURRASCO,226341-6
7892840823054,BATATA RUFFLES 68g ORIGINAL,226339-4
7892840823436,BATATA SENSACOES 125g FRANGO GELHADO,226380-7
7892840823429,BATATA SENSACOES 70g FRANGO GELHADO,226381-5
7892840823443,BATATA SENSACOES 70g PEITO PERU,226382-3
7898432070622,BATATA SLICE 155g CEBOLA/SALSA,185235-3
7898432070615,BATATA SLICE 155g ORIGINAL,185234-5
7898432070189,BATATA SLICE 37g CEBOLA/SALSA,135899-5
7898432070011,BATATA SLICE 37g ORIGINAL,128418-5
7898432070219,BATATA SLICE 37g PICANHA,135900-2
7898432070424,BATATA SLICE 90g CEBOLA/SALSA,190533-3
7898432070868,BATATA SLICE 90g LISA ORIGINAL,228748-0
7898432070837,BATATA SLICE 90g LISA SOUR CREAM/ONION,224653-8
7898432070387,BATATA SLICE 90g ONDULADA ORIGINAL,178812-4
7898432070417,BATATA SLICE 90g PICANHA,190534-1
5056051805311,BATATA TYRRELLS 150g SAL MAR.E PIM.REINO,160051-6
5060042641000,BATATA TYRRELLS 150g SAL MARINHO,160049-4
5056051805304,BATATA TYRRELLS 150g SAL MAR.VINAG.SIDRA,216183-4
7891095023165,BATATA YOKITOS 180g C/SAL,171168-7
7891095023158,BATATA YOKITOS 45g LISA CLASSICA,232967-0
7891095023141,BATATA YOKITOS 45g ONDULADA CEB/SALSA,232968-9
7891095023134,BATATA YOKITOS 45g ONDULADA ORIGINAL,232969-7
7896029602607,CASTANHA CAJU DUNORTE 50g CARAMELIZADA,226525-7
7896029600023,CASTANHA CAJU DUNORTE 50g NUTS TORR/SALG,156832-9
7898326750630,CASTANHA CAJU NUTTY BAVARIAN 150g G.DOCE,230897-5
7898326750647,COQUINHO NUTTY BAVARIAN 150g GLACEADA,230810-0
7898326750654,MACADAMIA NUTTY BAVARIAN 150g GLACEADA,230809-6
7896029600726,MIX DE NOZES DUNORTE 50g,226526-5
7898326750197,MIX PREMIUM NUTTY BAVARIAN 150g G.DOCE,230898-3
7892840821470,OVINHO AMENDOIM ELMA CHIPS 145g,226383-1
7892840823368,OVINHO AMENDOIM ELMA CHIPS 235g,226384-0
7892840818258,OVINHO AMENDOIM ELMA CHIPS 65g,206183-0
7896029600603,PISTACHE DUNORTE 50G C/CASCA,226820-5
7892840822798,SALGADINHO BACONZITOS 42g,226357-2
7892840822774,SALGADINHO BACONZITOS 86g,226358-0
7896222210579,SALGADINHO BILU 40g BIG TOP BACON,108453-4
7896222210531,SALGADINHO BILU 40g BIG TOP CEBOLA,108449-6
7896222210524,SALGADINHO BILU 40g BIG TOP CHURRASCO,108450-0
7896222210548,SALGADINHO BILU 40g BIG TOP PIZZA,108451-8
7896222210111,SALGADINHO BILUZITOS 170g BACON,108162-4
7896222210128,SALGADINHO BILUZITOS 170g PIZZA,108161-6
7896222210012,SALGADINHO BILUZITOS 41g BACON,108261-2
7892840822941,SALGADINHO CEBOLITOS 138g,226361-0
7892840822811,SALGADINHO CEBOLITOS 45g,226359-9
7892840822804,SALGADINHO CEBOLITOS 91g,226360-2
7892840823467,SALGADINHO CHEETOS 105g ONDA REQUEIJAO,232788-0
7892840824235,SALGADINHO CHEETOS 120g CRUNCHY PIMENTA,234397-5
7892840823245,SALGADINHO CHEETOS 125g BOLA QUEIJO SUIC,226354-8
7892840822330,SALGADINHO CHEETOS 131g MIX QUEIJOS,226355-6
7892840822736,SALGADINHO CHEETOS 143g LUA PARMESAO,226356-4
7892840823979,SALGADINHO CHEETOS 160g CRUNCHY S.CHEDD.,232250-1
7892840822323,SALGADINHO CHEETOS 160g ONDA REQUEIJAO,226353-0
7892840823238,SALGADINHO CHEETOS 270g ONDA REQUEIJAO,226348-3
7892840822279,SALGADINHO CHEETOS 33g BOLA QUEIJO,226347-5
7892840822286,SALGADINHO CHEETOS 35g LUA PARMESAO,226350-5
7892840822293,SALGADINHO CHEETOS 36g MIX QUEIJOS,226352-1
7892840822309,SALGADINHO CHEETOS 40g ONDA REQUEIJAO,226351-3
7892840821982,SALGADINHO CHEETOS 78g CRUNCHY S.CHEDDAR,223018-6
7892840821968,SALGADINHO CHEETOS 78g CRUNCHY W.CHEDDAR,223019-4
7896004010090,SALGADINHO CHEEZ-IT SNAPD 45g NACHO,232176-9
7896004010106,SALGADINHO CHEEZ-IT SNAPD 45g QUEIJO,232175-0
7896004010113,SALGADINHO CHEEZ-IT SNAPD 75g NACHO,232173-4
7896004010120,SALGADINHO CHEEZ-IT SNAPD 75g QUEIJO,232174-2
7892840823771,SALGADINHO DORITOS 110g KETCHUP,229222-0
7892840823764,SALGADINHO DORITOS 110g MOSTARDA,229221-1
7892840822446,SALGADINHO DORITOS 120g QUEIJO NACHO,226368-8
7892840822729,SALGADINHO DORITOS 120g SWEET CHILI,226369-6
7892840817916,SALGADINHO DORITOS 210g QUEIJO NACHO,204645-8
7892840818357,SALGADINHO DORITOS 300g QUEIJO NACHO,204646-6
7892840822385,SALGADINHO DORITOS 32g QUEIJO NACHO,226371-8
7892840822378,SALGADINHO DORITOS 60g DINAMITA FLAMIN H,227291-1
7892840823481,SALGADINHO DORITOS 60g DINAMITA PIMEN.ME,227292-0
7892840822347,SALGADINHO DORITOS 75g QUEIJO NACHO,226367-0
7892840822361,SALGADINHO DORITOS 75g SWEET CHILI,226370-0
7892840820060,SALGADINHO DORITOS 78g ROCK IN RIO PIZZA,213256-7
7892840815943,SALGADINHO DORITOS 84g DIPPAS,198320-2
7892840818296,SALGADINHO ELMA CHIPS 98g LANCHINHO SORT,206174-0
7892840822880,SALGADINHO FANDANGOS 105g PRESUNTO,232784-8
7892840822903,SALGADINHO FANDANGOS 160g PRESUNTO,226364-5
7892840822910,SALGADINHO FANDANGOS 160g QUEIJO,226365-3
7892840822934,SALGADINHO FANDANGOS 270g PRESUNTO,226366-1
7892840822859,SALGADINHO FANDANGOS 35g PRESUNTO,226362-9
7892840822866,SALGADINHO FANDANGOS 35g QUEIJO,226363-7
7892840821746,SALGADINHO MILHO POPCORNERS 57g ADOCICAD,223760-1
7892840821722,SALGADINHO MILHO POPCORNERS 57g SEA SALT,223759-8
7892840821739,SALGADINHO MILHO POPCORNERS 57g W.CHEDD,223761-0
7896376302199,SALGADINHO MISTER POTEITOS 120g BACON,216636-4
7897982700027,SALGADINHO PASTELINA 100g FOLHADO,205678-0
7892840823146,SALGADINHO PINGO D OURO 120g PICANHA,226388-2
7892840823108,SALGADINHO PINGO D OURO 160g BACON,226387-4
7892840823092,SALGADINHO PINGO D OURO 55g PICANHA,226385-8
7892840823078,SALGADINHO PINGO D OURO 76g BACON,226386-6
7896004006277,SALGADINHO PRINGLES 104g ORIGINAL,215953-8
7896004010618,SALGADINHO PRINGLES 105g PIZZA CALABRESA,232154-8
7896004010625,SALGADINHO PRINGLES 105g PIZZA MARGUER.,232152-1
7896004010632,SALGADINHO PRINGLES 105g PIZZA PORTUG.,232153-0
7896004006406,SALGADINHO PRINGLES 109g CHURRASCO,215955-4
7896004006239,SALGADINHO PRINGLES 109g CREME/CEBOLA,215954-6
7896004006284,SALGADINHO PRINGLES 109g QUEIJO,215956-2
7896004010298,SALGADINHO PRINGLES 134g ORIGINAL TUBO,234099-2
7896004010304,SALGADINHO PRINGLES 141g CREM E CEB TUBO,234100-0
7896004011332,SALGADINHO PRINGLES 141g RANCH FRESH TUB,234105-0
7896004011349,SALGADINHO PRINGLES 141g RIBS HOT TUBO,234106-9
7896004010076,SALGADINHO PRINGLES 35g ORIGINAL LATA,234098-4
7892840822613,SALGADINHO STIKSY 160g,226379-3
7892840822583,SALGADINHO STIKSY 76g,226378-5
7896002311748,SALGADINHO TAKIS 56g FUEGO,230303-5
7896002311762,SALGADINHO TAKIS 56g HOT CHILLI,230305-1
7896002311755,SALGADINHO TAKIS 56g XPLOSION,230304-3
7892840817091,SALGADINHO TORCIDA 100g CEBOLA,198835-2
7892840819859,SALGADINHO TORCIDA 100g CHURRAS PAO ALHO,210368-0
7892840820619,SALGADINHO TORCIDA 100g CHURRAS VINAGRE.,214445-0
7892840817077,SALGADINHO TORCIDA 100g CHURRASCO,198834-4
7892840817107,SALGADINHO TORCIDA 100g PIMENTA MEXICANA,198836-0
7892840817084,SALGADINHO TORCIDA 100g QUEIJO,198837-9
7892840823115,SALGADINHO TORCIDA 210g CHURRASCO,228710-2
7892840823122,SALGADINHO TORCIDA 210g PIMENTA MEXICANA,228711-0
7892840822460,SALGADINHO TORCIDA 35g CEBOLA,226373-4
7892840822477,SALGADINHO TORCIDA 35g CHURRASCO,226374-2
7892840822484,SALGADINHO TORCIDA 35g COSTELINHA,226375-0
7892840822507,SALGADINHO TORCIDA 35g PIMENTA MEXICANA,226376-9
7892840822521,SALGADINHO TORCIDA 35g QUEIJO,226377-7
7892840823566,SALGADINHO TOSTITOS 110g REDONDO SAL,227350-0
7892840823580,SALGADINHO TOSTITOS 110g REDOND.PIMENT.M,227351-9
7892840823573,SALGADINHO TOSTITOS 260g REDONDO SAL,227352-7
7892840823597,SALGADINHO TOSTITOS 260g REDOND.PIMENT.M,227353-5
7891095023325,SALGADINHO YOKITOS 108g ANEL CEBOLA,175920-5
7891095023257,SALGADINHO YOKITOS 135g LUA QUEIJO,165027-0
7891095023233,SALGADINHO YOKITOS 135g REQUEIJAO REDIN.,165025-4
7891095023219,SALGADINHO YOKITOS 153g CONCHINHA PRESUN,165024-6
7891095023196,SALGADINHO YOKITOS 153g CONCHINHA QUEIJO,165026-2
7891095023264,SALGADINHO YOKITOS 45g BOLINHA QUEIJO,165018-1
7891095023226,SALGADINHO YOKITOS 45g REDINHA QUEIJO,165016-5
7891095023318,SALGADINHO YOKITOS 54g ANEL CEBOLA,165021-1
7891095023202,SALGADINHO YOKITOS 54g CONCHINHA PRESUNT,165019-0
7891095023189,SALGADINHO YOKITOS 54g CONCHINHA QUEIJO,165020-3
7896024760609,SNACK BATATA PIRAQUE 60g CEBOLA E SALSA,208017-6
7892840822040,SNACK BATATA RUFFLES 100g ORIGINAL TUBO,224498-5
7892840822026,SNACK BATATA RUFFLES 100g SALSA/CEB TUBO,224499-3
7622210533326,SNACK CLUB SOCIAL 115g CEBOLA/SALSA,229566-0
7622210533296,SNACK CLUB SOCIAL 115g CHURRAS NA BRASA,229567-9
7622210533289,SNACK CLUB SOCIAL 115g QUEIJO PARMESAO,229565-2
7622210574671,SNACK CLUB SOCIAL 68g AMERICAN BARBECUE,216181-8
7622210532985,SNACK CLUB SOCIAL 68g CEBOLA/SALSA,229570-9
7622210533005,SNACK CLUB SOCIAL 68g CHURRAS NA BRASA,229568-7
7622210574657,SNACK CLUB SOCIAL 68g PIZZA MARGUERITA,216180-0
7622210574695,SNACK CLUB SOCIAL 68g QUEIJO PARMESAO,216179-6
7896002302449,SNACK CROCANTISSIMO 40g CHURRASCO ORIG,182655-7
7896002365963,SNACK CROCANTISSIMO 40g PEITO PERU ORIG,133265-1
7896002364768,SNACK CROCANTISSIMO 40g QUEIJO/CEB.ORIG,133244-9
7896002301398,SNACK CROCANTISSIMO 40g SALAME/LIM.ORIG,178126-0
7892840267841,SNACK EQLIBRI 40g PANETINI PRES.DEFUMADO,180300-0
7892840267940,SNACK EQLIBRI 40g PANETINI QUEIJO SUAVE,180299-2
7892840268046,SNACK EQLIBRI 40g PANETINI TOMATE TEMP,180298-4
7896011105284,SNACK PARATI 40g FLAY GOURMET CEB/SALSA,157746-8
7896011105178,SNACK PARATI 40g FLAY GOURMET CHURRASCO,154768-2
7896011105338,SNACK PARATI 40g FLAY GOURMET QUEIJO,157745-0
7896024720382,SNACK PIRAQUE 100g PRESUNTINHO,108284-1
7896024720207,SNACK PIRAQUE 100g QUEIJINHO,108285-0
7898432070943,SNACKS SLICE 38g BITES BACON,223945-0
7898432070967,SNACKS SLICE 38g BITES CEBOLA,223946-9
7898432070950,SNACKS SLICE 38g BITES CHURRASCO,223947-7
7898432070936,SNACKS SLICE 38g BITES GALETO,223948-5
7898432071018,SNACKS SLICE 90g BITES BACON,230522-4
7898432071001,SNACKS SLICE 90g BITES CEBOLA,230523-2
7898432071025,SNACKS SLICE 90g BITES CHURRASCO,230521-6
7898432070004,SNACKS SLICE 90g BITES GALETO,230524-0
7898649352566,TORTILHA CHIPS FRONTERA 110g MILHO CHILL,233490-9
7898649352573,TORTILHA CHIPS FRONTERA 110g QUEIJO NACH,233489-5
7898649351361,TORTILHA CHIPS FRONTERA 125g MILHO,193329-9
7898649352801,TORTILHA CHIPS FRONTERA 68g PICANTE TAI,233492-5
7898649352603,TORTILHA CHIPS FRONTERA 68g QUEIJO NACHO,233491-7
7898649352337,TORTILHA CHIPS FRONTERA 85g MILHO,225661-4
4740053006364,BATATA GRAND CHIPS 90g CHURRASCO,197461-0
4740053006449,BATATA GRAND CHIPS 90g CREME/CEBOLA,197465-3
4740053006432,BATATA GRAND CHIPS 90g CREME/ERVAS,197466-1
4740053006340,BATATA GRAND CHIPS 90g QUEIJO/CEBOLA,197464-5
4740053006371,BATATA GRAND CHIPS 90g SAL MARINHO,197463-7
4740053007460,BATATA GRAND CHIPS 90g SAL/VINAGRE,230273-0
9557062361217,BATATA MR.POTATO 100g BARBECUE,205366-7
9557062361187,BATATA MR.POTATO 100g ORIGINAL,205365-9
9557062361491,BATATA MR.POTATO 100g PIZZA,205367-5
9557062361224,BATATA MR.POTATO 100g QUEIJO,205368-3
9557062361194,BATATA MR.POTATO 100g SOUR CREAM,205369-1
5281026003762,MACADAMIAS AL RIFAI 60g,223123-9
5281026010586,MIX NUTS AL RIFAI 250g COQUETEL,223126-3
6111255560837,PIPOCA SOHO 100g CARAMELO,227206-7
6111255562121,PIPOCA SOHO 100g TUTTI FRUTTI,227207-5
8008685001482,SALGADINHO PITACHIPS 90g ALECRIM,224046-7
8008685001499,SALGADINHO PITACHIPS 90g PIZZA,224045-9
8424842202057,SALGADINHO RUBIO 125g BARBECUE,228447-2
8424842050085,SALGADINHO RUBIO 125g MOSTARDA/MEL,231626-9
8424842050054,SALGADINHO RUBIO 125g PRESUNTO IBERICO,231627-7
8424842262198,SALGADINHO RUBIO 125g QUEIJO,231923-3
8424842050016,SALGADINHO RUBIO 125g TRUFA,228448-0
8424842201340,SALGADINHO RUBIO 130g ORIGINAL,228446-4
7898056430659,INGREDIENTE FEIJOADA CALEMBA 500g SEL.SK,224427-6
7898056430093,INGREDIENTES FEIJOADA CALEMBA 500g,161797-4
7896716314035,INGREDIENTES FEIJOADA PAMPLONA 600g,146669-0
7896504302121,INGREDIENTES FEIJOADA SANTA CLARA 450g,202158-7
7898306741276,KIT FEIJOADA DTALIA 400G,227044-7
1939,ORELHA PAMPLONA SALGADA CRY kg,1939-9
2942,PE SUINO D ITALIA SALGADO kg,2942-4
1940,PE SUINO SALGADO PAMPLONA CRY kg,1940-2
1938,RABO SUINO PAMPLONA SALGADO CRY kg,1938-0
9341,SALSICHA AURORA NOBRE RESFRIADA kg,9341-6
9324,SALSICHA AURORA NOBRE RESFRIADA kg,9324-6
7896610932021,SALSICHA BIERWURST BAVARIA 250g,150919-5
7896610901089,SALSICHA BOCK EXCELSIOR 260g,125695-5
11250,SALSICHA BRANCA OLHO BRATWURST kg,11250-0
2180,SALSICHA D TALIA PRE COZIDA kg,2180-6
7896610900426,SALSICHA DOGAO EXCELSIOR 450g DEFUMADA,189982-1
7891515742089,SALSICHA FRANGO PERDIGAO 500g,120141-7
7894904005833,SALSICHA FRANGO SEARA 500g,120156-5
7896632784493,SALSICHA FRANKFURT F.TRADICAO 200g,222940-4
7891164005412,SALSICHA HOT DOG AURORA 500g,142231-6
7896610900945,SALSICHA HOT DOG EXCELSIOR 400g,120154-9
8091,SALSICHA HOT DOG PERDIGAO kg,8091-8
1455,SALSICHA HOT DOG PERDIGAO RESFRIADA kg,1455-9
7891515945206,SALSICHA HOT DOG PERDIGAO 2,8kg,157163-0
7891515742034,SALSICHA HOT DOG PERDIGAO 500g,120142-5
7893000135529,SALSICHA HOT DOG SADIA 500g,120137-9
8092,SALSICHA HOT DOG SEARA kg,8092-6
3319,SALSICHA HOT DOG SEARA RESFRIADA kg,3319-7
7894904005482,SALSICHA HOT DOG SEARA 500g,120133-6
10399,SALSICHA PERDIGAO S/CORANTE kg,10399-3
10936,SALSICHA PERDIGAO S/CORANTE RESF.kg,10936-3
7891515625931,SALSICHA PERDIGAO 500g DEFUMADA,230753-7
7898962036105,SALSICHA TENSEI 160g CENOURA/QUINOA ORG,200017-2
7898962036082,SALSICHA TENSEI 160g GRAO BICO,200019-9
11245,SALSICHA VERMELHA OLHO BOCKWURST kg,11245-3
7898618520613,SALSICHA VIENA CERATTI 200g C/CORANTE,197242-1
7898618520132,SALSICHA VIENA CERATTI 200g C/ERV.FINAS,197241-3
7898618520156,SALSICHA VIENA CERATTI 200g C/GRAOS MOST,197239-1
7898618520057,SALSICHA VIENA CERATTI 200g S/CORANTE,197240-5
7891515742065,SALSICHA VIENA PERDIGAO 500g,120150-6
7898907632546,SALSICHAO CERATTI 100g C/PICLES,188323-2
7896404608002,SAPOLIO GIRANDO SOL L300P250ml CREM.LIM.,229271-8
7896404607876,SAPOLIO GIRANDO SOL L300P250ml CREM.ORIG,216114-1
7891022861044,SAPOLIO RADIUM 250ml CREMOSO CLASSICO,191399-9
7891022861075,SAPOLIO RADIUM 250ml CREMOSO CLORO,195929-8
7891022861068,SAPOLIO RADIUM 250ml CREMOSO LAVANDA,191400-6
7891022861051,SAPOLIO RADIUM 250ml CREMOSO LIMAO,191401-4
7891022861167,SAPOLIO RADIUM 250ml CREMOSO LIMPA INOX,195933-6
7891022505009,SAPOLIO RADIUM 300g CLORO C/DETERGENTE,71643-0
7891022503005,SAPOLIO RADIUM 300g LIMAO,71642-1
7891022859911,SAPOLIO RADIUM 300ml AERO ESP.ATIVA CLAS,170028-6
7891022861617,SAPOLIO RADIUM 300ml AERO ESP.ATIVA LIM,225830-7
7891022861112,SAPOLIO RADIUM 450ml CREMOSO CLASSICO,191402-2
7891022861136,SAPOLIO RADIUM 450ml CREMOSO CLORO,195934-4
7891022861129,SAPOLIO RADIUM 450ml CREMOSO LIMAO,191403-0
7891022861655,SAPOLIO RADIUM 450ml CREMOSO 20%GTS,228028-0
7891150090804,SAPONACEO CIF L250P200ml CREMOSO ORIG,219199-7
7891150022003,SAPONACEO CIF 250ml CREMOSO LIMAO,157295-4
7891150022010,SAPONACEO CIF 250ml CREMOSO ORIGINAL,157294-6
7891150022027,SAPONACEO CIF 450ml CREMOSO LIMAO,157048-0
7891150022034,SAPONACEO CIF 450ml CREMOSO ORIGINAL,157047-1
7791290796287,SAPONACEO CIF 450ml CREMOSO ROSA JASM.,231390-1
7891150062153,SAPONACEO CIF 450ml ORIGINAL 20%GTS,163376-7
7896098904350,SAPONACEO YPE 300ml CREMOSO LAVANDA,145989-9
7896299109721,SAQUE AZUMA KIRIN 740ml SOFT,138695-6
7896731304592,SOJU MARGUN 750ml LIMAO,226443-9
7896552906142,ACUCAR COCO QUALICOCO 100g,198545-0
7896894900235,ACUCAR DEMERARA CARAVELAS 1kg NATURAL,178825-6
